body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
0.003313,-0.026924,0.767966,0.706992,0.021056,0.038752,-0.705845,0.104708,-0.557348,-0.079130,-0.518043,0.581970,-0.271910,-0.080452,0.243477,0.040808,0.072210,0.264344,-0.141467,-0.058506,-0.052038,0.170678,-0.865739,-0.566468,0.079295,-0.154894,0.794155,-0.670077,0.030417,0.120960,0.030008,0.059329,0.030096,-0.079219,0.006427,-0.454056,-0.035881,-0.331779,-0.368371,0.082610,0.009438,0.082393,0.009226,0.019214,-0.023094,0.091641,-0.006835,-0.008476,-0.033802
0.003301,-0.027462,0.767980,0.706987,0.020850,0.038435,-0.705874,0.105317,-0.554951,-0.078550,-0.516851,0.582605,-0.273489,-0.080314,0.234485,0.040110,0.065633,0.257081,-0.139866,-0.058342,-0.050388,0.170850,-0.865397,-0.566949,0.081103,-0.155030,0.793984,-0.670758,0.029390,0.120357,0.027757,0.062270,0.031987,-0.077739,0.008043,-0.440982,-0.035061,-0.321059,-0.353843,0.076658,0.007550,0.082359,0.007943,0.015466,-0.025442,0.089003,-0.006995,-0.008558,-0.034048
0.003295,-0.027996,0.767984,0.706970,0.020543,0.037970,-0.705925,0.105884,-0.552534,-0.078019,-0.515552,0.583250,-0.275020,-0.080130,0.225838,0.039405,0.059367,0.250190,-0.138400,-0.058204,-0.048744,0.170996,-0.865120,-0.567486,0.082855,-0.155174,0.793812,-0.671439,0.027348,0.122286,0.025502,0.068454,0.030780,-0.075262,0.010132,-0.418880,-0.035544,-0.301795,-0.329715,0.067691,0.007805,0.081884,0.006480,0.012740,-0.028583,0.085850,-0.007723,-0.008303,-0.033638
0.003299,-0.028516,0.767981,0.706955,0.020343,0.037662,-0.705962,0.106411,-0.550060,-0.077530,-0.514113,0.583836,-0.276499,-0.079908,0.217730,0.038688,0.053561,0.243893,-0.137159,-0.058030,-0.047113,0.171109,-0.864887,-0.568092,0.084537,-0.155339,0.793652,-0.672104,0.026923,0.123677,0.023998,0.072129,0.027019,-0.072458,0.010709,-0.394275,-0.034887,-0.283099,-0.302967,0.056927,0.008079,0.081246,0.004334,0.011410,-0.032471,0.082362,-0.009143,-0.007527,-0.032018
0.003308,-0.029016,0.767968,0.706938,0.020149,0.037349,-0.706001,0.106961,-0.547587,-0.077060,-0.512667,0.584330,-0.277918,-0.079702,0.210067,0.038010,0.048043,0.238071,-0.136123,-0.057881,-0.045494,0.171169,-0.864664,-0.568785,0.086149,-0.155539,0.793511,-0.672720,0.025131,0.122839,0.024221,0.073177,0.024344,-0.070845,0.009740,-0.376272,-0.032161,-0.270238,-0.284154,0.049593,0.005901,0.080558,0.001378,0.011283,-0.036412,0.078438,-0.011019,-0.006661,-0.029223
0.003317,-0.029502,0.767949,0.706912,0.019871,0.036873,-0.706060,0.107416,-0.545146,-0.076561,-0.511186,0.584810,-0.279333,-0.079519,0.202679,0.037402,0.042751,0.232527,-0.135175,-0.057793,-0.043890,0.171164,-0.864436,-0.569549,0.087675,-0.155780,0.793385,-0.673273,0.019004,0.120324,0.025377,0.074317,0.024758,-0.071277,0.009099,-0.363511,-0.028898,-0.258669,-0.271969,0.046281,0.003960,0.079728,-0.001936,0.011337,-0.039120,0.073890,-0.013111,-0.006048,-0.025573
0.003322,-0.029974,0.767925,0.706887,0.019688,0.036557,-0.706106,0.107721,-0.542774,-0.076044,-0.509694,0.585321,-0.280769,-0.079338,0.195526,0.036854,0.037697,0.227193,-0.134272,-0.057723,-0.042305,0.171092,-0.864210,-0.570349,0.089105,-0.156064,0.793269,-0.673743,0.012511,0.114246,0.024691,0.073078,0.033376,-0.076020,0.009309,-0.353788,-0.026136,-0.248724,-0.262943,0.044171,0.003376,0.078541,-0.004875,0.010948,-0.040644,0.069199,-0.015204,-0.005597,-0.021569
0.003327,-0.030441,0.767894,0.706862,0.019505,0.036242,-0.706153,0.107916,-0.540577,-0.075574,-0.508263,0.586145,-0.282374,-0.079146,0.188527,0.036357,0.032802,0.222009,-0.133408,-0.057658,-0.040749,0.170969,-0.863998,-0.571175,0.090443,-0.156388,0.793161,-0.674136,0.007877,0.111635,0.024801,0.073832,0.038844,-0.079057,0.009680,-0.346518,-0.023744,-0.240861,-0.255970,0.042799,0.002485,0.077168,-0.007413,0.010544,-0.041169,0.065366,-0.017300,-0.005144,-0.017662
0.003334,-0.030907,0.767859,0.706826,0.019227,0.035776,-0.706220,0.108036,-0.538308,-0.075052,-0.506741,0.586875,-0.283932,-0.078951,0.181666,0.035904,0.028062,0.216954,-0.132560,-0.057623,-0.039218,0.170795,-0.863789,-0.571996,0.091719,-0.156756,0.793063,-0.674449,0.004878,0.125180,0.031633,0.084877,0.017579,-0.069205,0.010126,-0.340192,-0.021767,-0.233416,-0.250152,0.042561,0.002377,0.075765,-0.009553,0.010677,-0.040312,0.062850,-0.019152,-0.004938,-0.014324
0.003343,-0.031372,0.767823,0.706808,0.019036,0.035469,-0.706259,0.108111,-0.535569,-0.074308,-0.504868,0.586848,-0.285142,-0.078741,0.174920,0.035486,0.023466,0.212003,-0.131706,-0.057563,-0.037718,0.170587,-0.863571,-0.572787,0.092957,-0.157154,0.792964,-0.674709,0.002440,0.155942,0.045841,0.107096,-0.030324,-0.047734,0.011028,-0.333184,-0.019841,-0.225679,-0.242606,0.042393,0.004593,0.074425,-0.011130,0.011258,-0.038117,0.061336,-0.020536,-0.005570,-0.011621
